subject_id,T1_1 Country,T1_1 County,T1_1 State/Province,T3_1 Locality,T4_1 Other Notes,T6_1 Collector,T8_1 Begin Month,T9_1 Begin Day,T10_1 Begin Year,T13_1 End Month,T14_1 End Day,T15_1 End Year,T19_1 Associated Plant or Plant Host,T20_1 Trap Type,T21_1 Determined By (Det. as),T22_1 Date of Determination,T23_1 Sex,T26_1 Elevation,Filename
81431362,United States of America,Los Angeles,California,"Pico Canyon, 2 mi. W. of Newhall",Andrena (Melandrena) cerasifolii,Jack Lyon,3 - March - III,7,1970,,,,Ribes aureum Pursh.,,,7 / III / 1970,,,LACMENT591782_had_lbs.jpg
81431364,United States of America,San Bernardino,California,7 Oaks Mtn. Res. 34 10'N 116 55' W,Andrena (Melandrena) cerasifolii,Lyon,7 - July - VII,Not shown,1968,,,,,,,,,,LACMENT591783_had_lbs.jpg
81431366,United States of America,Inyo,California,"Jackass Spring, Panamint Range",Andrena (Melandrena) cerasifolii,R. R. Snelling,5 - May - V,4,1987,5 - May - V,6,1987,On flowers of Prunus fasciculata,,unknown,unknown,,6200',LACMENT591784_had_lbs.jpg
81431367,United States of America,Los Angeles,California,"Rolling Hills, Palos Verdes Hills",Andrena (Melandrena) cerasifolii,Bob Duff,2 - February - II,25,1968,,,,,,,,,,LACMENT591785_had_lbs.jpg
81431369,United States of America,Riverside,California,"I - 15 &Indian Truck Trail , 12 mi S. Corona",Andrena (Melandrena) cerasifolii,R R Snelling,4 - April - IV,26,1985,,,,,,,26 / April / 1985,,,LACMENT591786_had_lbs.jpg
81431371,United States of America,Stanislaus,California,Del Puerto Cyn. 21.3 mi W Patterson,Andrena (Melandrena) cerasifolii,R R Snelling,3 - March - III,30,1988,,,,On flowers of Baccharis viminea,,,,,,LACMENT591787_had_lbs.jpg
81431373,United States of America,Fresno,California,Trimmer Springs,Andrena (Melandrena) cerasifolii,R R Snelling,5 - May - V,19,1988,,,,Quercus flrs.,,,,,,LACMENT591788_had_lbs.jpg
81431375,United States of America,Yavapai,Arizona,Prescott,Andrena (Melandrena) cerasifolii. H604. Andrena cerasifolii V Ckll,Oslar,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT591789_had_lbs.jpg
81431377,United States of America,Yavapai,Arizona,Prescott,Andrena (Melandrena) cerasifolii,Oslar,6 - June - VI,12,1902,6 - June - VI,12,1902,,,Oslar.,6/12/02,,,LACMENT591790_had_lbs.jpg
81431379,United States of America,Yavapai,Arizona,Prescott,Andrena (Melandrena) cerasifolii,Oslar,6 - June - VI,17,1902,,,,,,,,,,LACMENT591791_had_lbs.jpg
81431381,United States of America,Los Angeles,California,Claremont,Andrena (Melandrena) cerasifolii; 2763; Andrena (Melandrena) cerasifolii Ckll. v. var.,Baker,Not shown,Not shown,Not shown,,,,,,,,,2763',LACMENT591792_had_lbs.jpg
81431383,United States of America,Los Angeles,California,Claremont,Andrena (Melandrena) cerasifolii; 2762,Baker,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT591793_had_lbs.jpg
81431385,United States of America,,California,Claremont,Andrena (Melandrena) cerasifolii,Baker,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT591794_had_lbs.jpg
81431387,United States of America,Los Angeles,California,Claremont,Andrena (Melandrena) cerasifolii,Baker,Not shown,Not shown,Not shown,,,,,,,,,,LACMENT591795_had_lbs.jpg
81431389,United States of America,Yavapai,Arizona,Prescott,Andrena (Melandrena) cerasifolii; 4767; Andrena cerasifolii Ckll.,Oslar,6 - June - VI,6,,,,,,,,2002,,4767,LACMENT591796_had_lbs.jpg
81431392,United States of America,Riverside,California,Whitewater Can.,Andrena (Melandrena) cerasifolii; cerasifolii Ckll.,,6 - June - VI,2,1973,,,,,,Snelling,,♂,,LACMENT591797_had_lbs.jpg
81431394,United States of America,Riverside,California,Whitewater Can.,Andrena (Melandrena) cerasifolii,,6 - June - VI,2,1973,,,,,,,,,,LACMENT591798_had_lbs.jpg
81431396,United States of America,Riverside,California,Whitewater Can.,Andrena (Melandrena) cerasifolii,,6 - June - VI,2,1973,,,,,,,,,,LACMENT591799_had_lbs.jpg
81431398,United States of America,Riverside,California,Whitewater Can.,Andrena (Melandrena) cerasifolii,,,,1973,,,2021,,,,,,fn,LACMENT591800_had_lbs.jpg
81431401,United States of America,Riverside,California,Whitewater Can.,Andrena (Melandrena) cerasifolii,,6 - June - VI,2,1973,,,,,,,,,,LACMENT591801_had_lbs.jpg
81431403,United States of America,Riverside,California,Whitewater Can.,Andrena (Melandrena) cerasifolii,,6 - June - VI,2,1973,,,,,,,,,,LACMENT591802_had_lbs.jpg
81431405,United States of America,San Diego,California,Pine Valley,Andrena (Melandrena) cerasifolii,C. Nagano,3 - March - III,7,1979,,,,,,,,,,LACMENT591803_had_lbs.jpg
81431409,United States of America,Los Angeles,California,Sullivan Canyon,Andrena (Melandrena) cerasifolii,B.W. Howard,4 - April - IV,25,1970,,,,,,,,,,LACMENT591804_had_lbs.jpg
81431412,United States of America,Riverside,California,Whitewater,Andrena (Melandrena) cerasifolii,T. Stemwedel,4 - April - IV,4,1973,,,,,,,,,,LACMENT591805_had_lbs.jpg
81431414,United States of America,Riverside,California,Whitewater,Andrena (Melandrena) cerasifolii,T. Stemwedel,4 - April - IV,4,1973,,,,,,T. Stemwedel,1973,,,LACMENT591806_had_lbs.jpg
81431418,United States of America,Los Angeles,California,"Angeles Nat. Forest, Tie Canyon",Andrena (Melandrena) cerasifolii,M. E. Thompson,6 - June - VI,17,1966,,,,,,,,,,LACMENT591807_had_lbs.jpg
81431419,United States of America,Los Angeles,California,Kenter Canyon,Andrena (Melandrena) cerasifolii,C. D. Nagano,6 - June - VI,2,1979,,,,,,,,,,LACMENT591808_had_lbs.jpg
81431421,United States of America,Los Angeles,California,Kenter Canyon,Andrena (Melandrena) cerasifolii,C. D. Nagano,6 - June - VI,2,1979,,,,Andrena (Melandrena) Cerasifolii,,,6-2-79,,,LACMENT591809_had_lbs.jpg
81431423,United States of America,Los Angeles,California,"Los Angeles, Kenter Canyon",Andrena (Melandrena) cerasifolii,C. D. Nagano,5 - May - V,28,1979,,,,,,,1979,,,LACMENT591810_had_lbs.jpg
81431425,United States of America,Los Angeles,California,"Los Angeles,Kenter Canyon",Andrena (Melandrena) cerasifolii,C.D.Nagano,6 - June - VI,2,1979,,,,,,,,,,LACMENT591811_had_lbs.jpg
81431427,United States of America,Los Angeles,California,"Los Angeles, Kenter Canyon",Andrena (Melandrena) cerasifolii,C.D.Nagano,6 - June - VI,2,1979,,,,,,,,,,LACMENT591812_had_lbs.jpg
81431429,United States of America,Los Angeles,California,"Los Angeles, Kenter Canyon",Andrena (Melandrena) cerasifolii,C.D.Nagano,5 - May - V,28,1979,,,,,,,,,,LACMENT591813_had_lbs.jpg
81431431,United States of America,Los Angeles,California,"Los Angeles,Kenter Canyon",Andrena (Melandrena) cerasifolii,C.D.Nagano,5 - May - V,28,1979,,,,,,C. D. Nagano,28/May/ 1979,,,LACMENT591814_had_lbs.jpg
81431433,United States of America,Los Angeles,California,"Los Angeles, Kenter Canyon",Andrena (Melandrena) cerasifolii,C.D. Nagano,5 - May - V,28,1979,,,,,,,,,,LACMENT591815_had_lbs.jpg
81431435,United States of America,Los Angeles,California,"Los Angeles,Kenter Canyon",Andrena (Melandrena) cerasifolii,C.D.Nagano,5 - May - V,28,1979,,,,,,,,,,LACMENT591816_had_lbs.jpg
81431437,United States of America,Los Angeles,California,"Los Angeles, Kenter Canyon",Andrena (Melandrena) cerasifolii,C.D.Nagano,5 - May - V,28,1979,,,,,,,,,,LACMENT591817_had_lbs.jpg
81431439,United States of America,Los Angeles,California,Kenter Canyon,Andrena (Melandrena) cerasifolii,C. D. Nagano,5 - May - V,28,1979,,,,,,,28 May 1979,,,LACMENT591818_had_lbs.jpg
81431440,United States of America,Los Angeles,California,"Los Angeles, Kenter Canyon",Andrena (Melandrena) cerasifolii,C. D. Nagano,6 - June - VI,3,1979,,,,,,,,,,LACMENT591819_had_lbs.jpg
81431442,United States of America,Los Angeles,California,Kenter Canyon,Andrena (Melandrena) cerasifolii,C.D. Nagano,6 - June - VI,3,1979,,,,not shown,,not shown,not shown,,,LACMENT591820_had_lbs.jpg
81431444,United States of America,Los Angeles,California,"Los Angeles, Kenter Canyon",Andrena (Melandrena) cerasifolii,C. D. Nagano,6 - June - VI,2,1979,,,,,,,2 / June / 1979,,,LACMENT591821_had_lbs.jpg
81431447,United States of America,San Diego,California,San Pasqual,Andrena (Melandrena) cerasifolii,C. D. Nagano,5 - May - V,4,1979,,,,,,,,,,LACMENT591822_had_lbs.jpg
81431448,United States of America,San Diego,California,San Pasqual,Andrena (Melandrena) cerasifolii,C.D.Nagano,5 - May - V,4,1979,,,,,,,,,,LACMENT591823_had_lbs.jpg
81431451,United States of America,San Diego,California,San Pasqual,Andrena (Melandrena) cerasifolii,C. D. Nagano,5 - May - V,4,1979,5 - May - V,4,1979,,,,,,,LACMENT591824_had_lbs.jpg
81431452,United States of America,San Diego,California,San Pasqual,Andrena (Melandrena) cerasifolii,C.D.Nagano,5 - May - V,,1979,,,,,,,4/5/1979,,,LACMENT591825_had_lbs.jpg
81431454,United States of America,San Diego,California,San Pasqual,Andrena (Melandrena) cerasifolii,C.D.Nagano,5 - May - V,4,1979,,,,,,,,,,LACMENT591826_had_lbs.jpg
81431456,United States of America,San Diego,California,San Pasqual,Andrena (Melandrena) cerasifolii,C. D. Nagano,5 - May - V,4,1979,,,,,,,,,,LACMENT591827_had_lbs.jpg
81431458,United States of America,San Diego,California,San Pasqual,Andrena (Melandrena) cerasifolii,C.D.Nagano,5 - May - V,4,1979,,,,,,,4 / V / 1979,,,LACMENT591828_had_lbs.jpg
81431461,United States of America,San Diego,California,San Pasqual,Andrena (Melandrena) cerasifolii,C. D. Nagano,5 - May - V,4,1979,,,,unknown,,unknown,unknown,,,LACMENT591829_had_lbs.jpg
